"name","brand","ean","price","grammage","category","sale","image"
"Wiltmann Bio-Geflügel-Lyoner 80g","Wiltmann","4001956315817","2.39","80g (1 kg = 29,88 €)","Fleisch & Fisch","False","https://img.rewe-static.de/1138469/31339838_digital-image.png"
"Gutfried Hähnchenfleischwurst 350g","Gutfried","4003171040628","3.69","350g (1 kg = 10,54 €)","Fleisch & Fisch","False","https://img.rewe-static.de/2836773/26364738_digital-image.png"
"Reinert Bärchen Geflügelwurst 115g","NA","4006229028159","2.39","115g (1 kg = 20,78 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8405542/41483365_digital-image.png"
"Wilhelm Brandenburg Salami-Sticks 100g","Wilhelm Brandenburg","4337256641494","2.99","100g (1 kg = 29,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/0881065/18219850_digital-image.png"
"Rügenwalder Mühle Veganes Mühlen Mett Fein 100g","Rügenwalder Mühle","4000405001714","1.99","100g (1 kg = 19,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8771225/36084383_digital-image.png"
"Wiesbauer Knacker geschnitten 100g","Wiesbauer","9002668524325","1.89","100g (1 kg = 18,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/0178033/22060651_digital-image.png"
"Gutfried Wie Lachsschinken vegan 70g","Gutfried","4003171040918","1.99","70g (1 kg = 28,43 €)","Fleisch & Fisch","False","https://img.rewe-static.de/7640466/40922189_digital-image.png"
"REWE Beste Wahl Delikatess Feinschmecker Salami 70g","REWE Beste Wahl","4337256468718","1.89","70g (1 kg = 27 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8775448/36754783_digital-image.png"
"REWE Beste Wahl Delikatess-Paprikasalami 80g","REWE Beste Wahl","4337256417501","1.89","80g (1 kg = 23,63 €)","Fleisch & Fisch","False","https://img.rewe-static.de/0135758/22379958_digital-image.png"
"Nature & Respect Hähnchenbrustfilet 2 Stück","Nature & Respect","2703670000001","6.87","1 Stück ca. 300 g (1 kg = 22,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/2207025/33333241_digital-image.png"
"Rügenwalder Mühle Veganer Schinken Spicker Salat Kräuter 150g","Rügenwalder Mühle","4000405002711","1.99","150g (1 kg = 13,27 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8731736/35463669_digital-image.png"
"Rügenwalder Mühle Schinken Spicker Salat Vegan 150g","Rügenwalder Mühle","4000405002704","1.99","150g (1 kg = 13,27 €)","Fleisch & Fisch","False","https://img.rewe-static.de/7808409/35463901_digital-image.png"
"Wilhelm Brandenburg Wiener Würstchen 150g","Wilhelm Brandenburg","4337256317870","1.32","150g (1 kg = 8,80 €)","Fleisch & Fisch","True","https://img.rewe-static.de/0072415/31404475_digital-image.png"
"REWE Bio Mini Berner Würstchen Schwein 185g","REWE Bio","4337256805773","3.49","185g (1 kg = 18,86 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8277549/29192432_digital-image.png"
"Rügenwalder Mühle Vegane Mühlen Schnitzel 180g","Rügenwalder Mühle","4000405005002","2.69","2x90g (1 kg = 14,94 €)","Fleisch & Fisch","True","https://img.rewe-static.de/2363478/23598482_digital-image.png"
"Rügenwalder Mühle Pommersche Leberwurst Apfel-Zwiebel 125g","Rügenwalder Mühle","4000405002018","2.69","125g (1 kg = 21,52 €)","Fleisch & Fisch","False","https://img.rewe-static.de/0129074/2061330_digital-image.png"
"Rügenwalder Mühle Vegane Pommersche Schnittlauch 125g","Rügenwalder Mühle","4000405002360","2.49","125g (1 kg = 19,92 €)","Fleisch & Fisch","False","https://img.rewe-static.de/9058350/40173354_digital-image.png"
"Like Grilled Chicken vegan 180g","LikeMeat","4260380665039","3.29","180g (1 kg = 18,28 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8898335/38811025_digital-image.png"
"Wilhelm Brandenburg Rosmarinschinken gegart 100g","Wilhelm Brandenburg","4337256525312","1.99","100g (1 kg = 19,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8071656/29810490_digital-image.png"
"Butchers Burger Beef 230g","Butcher's Burger","4337256302302","3.99","230g (1 kg = 17,35 €)","Fleisch & Fisch","True","https://img.rewe-static.de/8635018/34451609_digital-image.png"
"Rügenwalder Mühle Vegane Pommersche Apfel und Zwiebel 125g","Rügenwalder Mühle","4000405002377","2.49","125g (1 kg = 19,92 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8973641/40173388_digital-image.png"
"REWE Regional Rinderhackfleisch 250g","REWE Regional","4337256463850","3.99","250g (1 kg = 15,96 €)","Fleisch & Fisch","False","https://img.rewe-static.de/7786922/36713098_digital-image.png"
"Deutsche See Räucherlachs 100g","Deutsche See","4009239139358","4.49","100g (1 kg = 44,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/9867701/49060701_digital-image.png"
"Butcher's Barbecue Schweine Hüftsteak Gartenkräuter 300g","Butchers","4337256911290","3.99","300g (1 kg = 13,30 €)","Fleisch & Fisch","False","https://img.rewe-static.de/9934104/48471342_digital-image.png"
"REWE Beste Wahl Snack Frikadellen Geflügel 165g","REWE Beste Wahl","4337256939126","2.19","165g (1 kg = 13,27 €)","Fleisch & Fisch","False","https://img.rewe-static.de/9903220/49331937_digital-image.png"
"Wilhelm Brandenburg Kesselschinken geräuchert 100g","Wilhelm Brandenburg","4337256526159","2.29","100g (1 kg = 22,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8087901/30323466_digital-image.png"
"REWE Feine Welt Salami mit Fenchel 80g","REWE Feine Welt","4337256662536","3.49","80g (1 kg = 43,63 €)","Fleisch & Fisch","False","https://img.rewe-static.de/2927395/32124073_digital-image.png"
"Herta Finesse Hähnchenbrust hauchzart und feinwürzig 100g","Herta","4000582370399","2.59","100g (1 kg = 25,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/2327515/23455169_digital-image.png"
"Gutfried Hähnchenbrust Natur 100g","Gutfried","4003171096175","2.29","100g (1 kg = 22,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/1260257/14274900_digital-image.png"
"Nadler Sahne Heringsfilets 400g","Nadler","4021900008619","3.79","400g (1 kg = 9,48 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8790987/36426916_digital-image.png"
"REWE Regional Hähnchen Unterschenkel 600g","REWE Regional","4337256414074","3.99","600g (1 kg = 6,65 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8793380/36096756_digital-image.png"
"Meine Lieblings Garnelen ASC 80g","Krone","4006451000183","2.99","80g (1 kg = 37,38 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8284665/29525495_digital-image.png"
"REWE Bio Putengeschnetzeltes ca. 350g","REWE Bio","2161530000002","12.22","1 Stück ca. 350 g (1 kg = 34,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/1268095/20683773_digital-image.png"
"REWE Regional Hackfleisch gemischt 500g","REWE Regional","4337256460712","5.45","500g (1 kg = 10,90 €)","Fleisch & Fisch","True","https://img.rewe-static.de/7789471/36713087_digital-image.png"
"Mein Lieblings Wildlachs MSC 80g","NA","4006451000237","4.79","80g (1 kg = 59,88 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8367028/30003694_digital-image.png"
"REWE Beste Wahl Nuggets mit Sweet Chili & Süß-Sauer Dip vegan 300g","REWE Beste Wahl","4337256690195","2.29","300g","Fleisch & Fisch","False","https://img.rewe-static.de/7648597/41568838_digital-image.png"
"Rügenwalder Mühle Veganer Mühlen Aufschnitt Gartenkräuter-Typ Hähnchen 70g","Rügenwalder Mühle","4000405003404","1.59","70g (1 kg = 22,71 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8166949/46815351_digital-image.png"
"Gutfried Geflügel-Fleischwurst mit Knoblauch 400g","Gutfried","4003171003807","3.69","400g (1 kg = 9,23 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8575517/32350740_digital-image.png"
"Wilhelm Brandenburg Rindfleischsalami 80g","Wilhelm Brandenburg","4337256485920","2.99","80g (1 kg = 37,38 €)","Fleisch & Fisch","False","https://img.rewe-static.de/2300650/23736108_digital-image.png"
"Like Döner vegan 180g","LikeMeat","4260380665077","3.29","180g (1 kg = 18,28 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8098384/38443402_digital-image.png"
"Wilhelm Brandenburg Delikatess Bacon 100g","Wilhelm Brandenburg","4337256975520","1.89","100g (1 kg = 18,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8489677/32005750_digital-image.png"
"The Vegetarian Butcher Veganes Hick-Hack-Hurra 180g","The Vegetarian Butcher","8721201942808","3.19","180g (1 kg = 17,72 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8523840/31812000_digital-image.png"
"REWE Regional Putenschnitzel 500g","REWE Regional","4337256421928","7.99","500g (1 kg = 15,98 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8733331/36096722_digital-image.png"
"Greenforce Cevapcici vegan 180g","GREENFORCE","4260322211362","2.99","180g (1 kg = 16,61 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8678106/34780508_digital-image.png"
"Wiltmann Bio Pfeffer Salami 80g","Wiltmann","4001956215391","2.69","80g (1 kg = 33,63 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8329480/31468844_digital-image.png"
"Butcher's Barbecue Hähnchen Minutenschitzel Mango Marinade","Butchers","2755520000006","3.87","1 Stück ca. 300 g (1 kg = 12,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/7619606/42380046_digital-image.png"
"REWE Beste Wahl Gyros vegan 300g","REWE Beste Wahl","4337256542159","2.29","300g (1 kg = 7,63 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8767175/36319624_digital-image.png"
"Krone Forellen-Filets 100g","NA","4064872000670","2.89","100g (1 kg = 28,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/7596524/42893262_digital-image.png"
"REWE Bio Party Garnelen 80g","REWE Bio","4337256692434","2.49","80g (1 kg = 31,13 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8986815/42309804_digital-image.png"
"REWE Bio Naturland Münchner Weisswurst 280g","REWE Bio","4337256901468","3.39","280g (1 kg = 12,11 €)","Fleisch & Fisch","False","https://img.rewe-static.de/7668982/40675256_digital-image.png"
"Herta Chicken Sweet Chili Style 100g","Herta","4000582188093","2.59","100g (1 kg = 25,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/9035676/43797415_digital-image.png"
"Wilhelm Brandenburg Geflügel Bierschinken 100g","Wilhelm Brandenburg","4337256272902","2.29","100g (1 kg = 22,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/7098140/26948658_digital-image.png"
"Wiltmann Trüffel-Leber-Pastete 100g","Wiltmann","4001956401640","2.39","100g (1 kg = 23,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/3260011/3317960_digital-image.png"
"Wiesenhof Geflügel Jagdwurst 100g","Wiesenhof","4019467470604","1.49","100g (1 kg = 14,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/0755583/43948451_digital-image.png"
"Wiltmann Bio-Salami 80g","Wiltmann","4001956215339","2.69","80g (1 kg = 33,63 €)","Fleisch & Fisch","False","https://img.rewe-static.de/1322949/20330075_digital-image.png"
"Wiltmann Geflügelsalami 200g","Wiltmann","4001956215834","5.29","200g (1 kg = 26,45 €)","Fleisch & Fisch","False","https://img.rewe-static.de/1319234/22291948_digital-image.png"
"Froh Natura Premium Kochschinken 100g","Froh Natur","4006639061906","2.39","100g (1 kg = 23,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/7090304/27967746_digital-image.png"
"Butcher's Barbecue Schweine Nackensteaks BBQ 2 Stück 380g","Butchers","4337256916011","4.99","380g (1 kg = 13,13 €)","Fleisch & Fisch","False","https://img.rewe-static.de/9933992/48448357_digital-image.png"
"Taifun Bio Demeter Seidentofu vegan 400g","Taifun","4012359115003","3.29","400g (1 kg = 8,23 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8890129/48593234_digital-image.png"
"REWE Feine Welt Maishähnchen ca. 1320g","REWE Feine Welt","2245880000001","9.23","1 Stück ca. 1320 g (1 kg = 6,99 €)","Fleisch & Fisch","True","https://img.rewe-static.de/2082308/42972963_digital-image.png"
"REWE Feine Welt Rindercarpaccio 120g","REWE Feine Welt","4337256852487","3.99","120g (1 kg = 33,25 €)","Fleisch & Fisch","False","https://img.rewe-static.de/2892256/25367543_digital-image.png"
"REWE Feine Welt Trüffelsalamischeiben mit Parmigiano Reggiano 80g","REWE Feine Welt","4337256623827","3.49","80g (1 kg = 43,63 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8919927/41137522_digital-image.png"
"REWE Bio Schweinefilet 260g","REWE Bio","2196620000006","8.55","1 Stück ca. 260 g (1 kg = 32,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/1287122/19750800_digital-image.png"
"Greenforce Frische Köttbullar vegan 180g","GREENFORCE","4260322211355","2.99","180g (1 kg = 16,61 €)","Fleisch & Fisch","False","https://img.rewe-static.de/7843009/34780675_digital-image.png"
"REWE Feine Welt Salsiccia Classica 300g","REWE Feine Welt","4337256660341","4.99","300g (1 kg = 16,63 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8288229/29275950_digital-image.png"
"Rügenwalder Mühle Vegane Mühlen Salami Peperoni 80g","Rügenwalder Mühle","4000405002971","1.59","80g (1 kg = 19,88 €)","Fleisch & Fisch","False","https://img.rewe-static.de/9117745/43965107_digital-image.png"
"REWE Beste Wahl Snack-Frikadellen Klassik 165g","REWE Beste Wahl","4337256939478","2.19","165g (1 kg = 13,27 €)","Fleisch & Fisch","False","https://img.rewe-static.de/9911925/49414953_digital-image.png"
"REWE Feine Welt Antipasti Variation Wurstaufschnitt 100g","REWE Feine Welt","4337256650106","5.59","100g (1 kg = 55,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/1424200/20480952_digital-image.png"
"Wilhelm Brandenburg Salami fettreduziert 80g","Wilhelm Brandenburg","4337256632454","1.99","80g (1 kg = 24,88 €)","Fleisch & Fisch","False","https://img.rewe-static.de/3106239/27186994_digital-image.png"
"REWE Bio Kabanos Salami 90g","REWE Bio","4337256900225","2.39","90g (1 kg = 26,56 €)","Fleisch & Fisch","False","https://img.rewe-static.de/9044344/42309305_digital-image.png"
"Rügenwalder Mühlen BBQ-Filets Paprika-Typ Hähnchen Vegan 170g","Rügenwalder Mühle","4000405003015","2.69","170g (1 kg = 15,82 €)","Fleisch & Fisch","True","https://img.rewe-static.de/9853905/49387342_digital-image.png"
"Rügenwalder Mühle Mühlen Crispies Brezel vegan 180g","Rügenwalder Mühle","4000405001851","2.69","180g (1 kg = 14,94 €)","Fleisch & Fisch","True","https://img.rewe-static.de/8976227/40640629_digital-image.png"
"REWE Feine Welt Salsiccia Fenchel 300g","REWE Feine Welt","4337256656351","4.99","300g (1 kg = 16,63 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8298740/29275959_digital-image.png"
"REWE Bio Hähnchen ca. 1,3kg","REWE Bio","2160760000004","13.64","1 Stück ca. 1300 g (1 kg = 10,49 €)","Fleisch & Fisch","False","https://img.rewe-static.de/1267674/44575045_digital-image.png"
"Homann Metzger Fleischsalat 200g","Homann","8710506083484","1.89","200g (1 kg = 9,45 €)","Fleisch & Fisch","False","https://img.rewe-static.de/7836245/34907510_digital-image.png"
"Homann Metzger Fleischsalat 350g","Homann","8710506083521","2.49","350g (1 kg = 7,11 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8694054/34936942_digital-image.png"
"Homann Metzger Budapester Salat 200g","Homann","8710506086096","1.89","200g (1 kg = 9,45 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8695375/34938051_digital-image.png"
"RibWorld Bourbon BBQ Spare Ribs 600g","NA","5391511059027","7.77","600g (1 kg = 12,95 €)","Fleisch & Fisch","True","https://img.rewe-static.de/9008575/41126003_digital-image.png"
"REWE Regional Hackfleisch gemischt 250g","REWE Regional","4337256462372","2.73","250g (1 kg = 10,92 €)","Fleisch & Fisch","True","https://img.rewe-static.de/8764385/36713081_digital-image.png"
"Handl Tyrol Feinster Bacon 80g","Handl Tyrol","9001745056483","1.99","80g (1 kg = 24,88 €)","Fleisch & Fisch","False","https://img.rewe-static.de/7034802/26549431_digital-image.png"
"REWE Bio Rinder Entrecôte 170g","REWE Bio","2110920000009","8.99","1 Stück ca. 170 g (1 kg = 52,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/1287075/19750960_digital-image.png"
"Nadler Sahne Heringsfilets 170g","Nadler","4021900008770","2.49","170g (1 kg = 14,65 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8856170/36426915_digital-image.png"
"The Vegetarian Butcher Hack-Tastisch Burger auf Sojabasis vegan 160g","The Vegetarian Butcher","8720182924100","3.19","160g (1 kg = 19,94 €)","Fleisch & Fisch","False","https://img.rewe-static.de/9992242/44480911_digital-image.png"
"Butcher's Barbecue Schweine Nackensteaks Bier 2 Stück 380g","Butchers","4337256919043","4.99","380g (1 kg = 13,13 €)","Fleisch & Fisch","False","https://img.rewe-static.de/9933154/48448366_digital-image.png"
"REWE Regional Hähnchen Ministeaks 400g","REWE Regional","4337256420938","5.55","400g (1 kg = 13,88 €)","Fleisch & Fisch","True","https://img.rewe-static.de/8730269/36096785_digital-image.png"
"Butcher's Hähnchen Minuten-Schnitzel Joghurt BBQ 4 Stück","Butchers","2772340000009","5.16","1 Stück ca. 400 g (1 kg = 12,90 €)","Fleisch & Fisch","True","https://img.rewe-static.de/9923724/48426319_digital-image.png"
"Butcher's Burger Wagyu Beef Burger Patties 230g","Butcher's Burger","4337256423090","5.99","230g (1 kg = 26,04 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8736116/35959929_digital-image.png"
"Campofrio Chorizo BBQ Griller mild 330g","Campofrio","3181450100964","3.99","330g (1 kg = 12,09 €)","Fleisch & Fisch","False","https://img.rewe-static.de/1921054/21310373_digital-image.png"
"Jack Link's Beef Jerky Original 60g","Jack Link's","4251097420035","4.69","60g (1 kg = 78,17 €)","Fleisch & Fisch","False","https://img.rewe-static.de/9050157/42534897_digital-image.png"
"REWE Bio Hähnchensteak Hot Pepper","REWE Bio","2161310000000","4.3","1 Stück ca. 240 g (1 kg = 17,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/1267860/25028039_digital-image.png"
"Wilhelm Brandenburg Chili-Peitschen 100g","Wilhelm Brandenburg","4337256982887","3.29","100g (1 kg = 32,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/1148048/16814140_digital-image.png"
"Greenforce Vegane Mini-Frika 180g","GREENFORCE","4260322211348","2.99","180g (1 kg = 16,61 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8678407/34780659_digital-image.png"
"Süddeutsche Truthahn AG Putenhackfleisch 300g","NA","4337256834629","2.99","300g (1 kg = 9,97 €)","Fleisch & Fisch","False","https://img.rewe-static.de/7573718/44077527_digital-image.png"
"Wiesenhof Geflügel Hauchschnitt mild geräuchert 80g","Wiesenhof","4019467476903","1.69","80g (1 kg = 21,13 €)","Fleisch & Fisch","False","https://img.rewe-static.de/9865899/49204088_digital-image.png"
"Wolf Bayerische Gelbwurst 350g","Wolf","4016623371065","3.79","350g (1 kg = 10,83 €)","Fleisch & Fisch","False","https://img.rewe-static.de/3158809/27562350_digital-image.png"
"Wilhelm Brandenburg Farmer-Schinken","Wilhelm Brandenburg","4337256527859","2.49","100g (1 kg = 24,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/7957134/32400729_digital-image.png"
"Metzgerei Vinzenzmurr Delikatess Leberwurst mit Kalbfleisch 250g","Vinzenzmurr","4006018435472","3.99","250g (1 kg = 15,96 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8238972/40202986_digital-image.png"
"Wilhelm Brandenburg Edelsalami mit Rindfleisch 80g","Wilhelm Brandenburg","4337256646888","1.59","80g (1 kg = 19,88 €)","Fleisch & Fisch","True","https://img.rewe-static.de/8106639/29497925_digital-image.png"
"REWE Regional Puten Geschnetzeltes 400g","REWE Regional","4337256421591","5.99","400g (1 kg = 14,98 €)","Fleisch & Fisch","False","https://img.rewe-static.de/7810924/36096729_digital-image.png"
"REWE Bio Rinderhüftsteak 200g","REWE Bio","2168090000008","10.98","1 Stück ca. 200 g (1 kg = 54,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/2067251/22110892_digital-image.png"
"Campofrio Chorizo BBQ Griller hot 330g","Campofrio","3181450100971","3.99","330g (1 kg = 12,09 €)","Fleisch & Fisch","True","https://img.rewe-static.de/1921068/22260740_digital-image.png"
"REWE Bio Rindergulasch aus der Keule ca. 530g","REWE Bio","2110950000000","20.62","1 Stück ca. 530 g (1 kg = 38,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/1287098/20464396_digital-image.png"
"Mein Lieblings Graved Lachs ASC 90g","NA","4006451000220","4.29","90g (1 kg = 47,67 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8385260/30003696_digital-image.png"
"REWE Bio Gelbwurst 100g","REWE Bio","4337256934244","2.19","100g (1 kg = 21,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/9913594/47268827_digital-image.png"
"REWE Bio Gemüse-Hafer-Bällchen vegan 200g","REWE Bio","4337256847087","1.79","200g (1 kg = 8,95 €)","Fleisch & Fisch","True","https://img.rewe-static.de/9206420/44069936_digital-image.png"
"Butcher's Hähnchen Minuten-Schnitzel Korean BBQ 4 Stück","Butchers","2718670000005","5.16","1 Stück ca. 400 g (1 kg = 12,90 €)","Fleisch & Fisch","True","https://img.rewe-static.de/9922939/49114954_digital-image.png"
"Rügenwalder Mühle Frikadellen vegan 180g","Rügenwalder Mühle","4000405002414","2.69","180g (1 kg = 14,94 €)","Fleisch & Fisch","True","https://img.rewe-static.de/8988031/40672387_digital-image.png"
"REWE Regional Gulasch gemischt 500g","REWE Regional","4337256459747","5.99","500g (1 kg = 11,98 €)","Fleisch & Fisch","True","https://img.rewe-static.de/8766001/36713027_digital-image.png"
"Houdek Kabanos Käse 150g","Houdek","4004786017623","2.49","150g (1 kg = 16,60 €)","Fleisch & Fisch","False","https://img.rewe-static.de/0147757/1513960_digital-image.png"
"Butcher's Hähnchen Minutenschnitzel","Butchers","2744830000004","1.94","1 Stück ca. 150 g (1 kg = 12,90 €)","Fleisch & Fisch","True","https://img.rewe-static.de/9032317/42380027_digital-image.png"
"Steinhaus Schweinebraten-Aufschnitt 80g","Steinhaus","4009337477338","2.19","80g (1 kg = 27,38 €)","Fleisch & Fisch","False","https://img.rewe-static.de/3122476/1333290_digital-image.png"
"Bernard Matthews Hähnchenbrust-Filetstücke Klassik 150g","Bernard Matthews Oldenburg","4002993078703","2.99","150g (1 kg = 19,93 €)","Fleisch & Fisch","False","https://img.rewe-static.de/2145039/22322613_digital-image.png"
"Rügenwalder Mühle Mini Salami vegetarisch 165g","Rügenwalder Mühle","4000405002797","2.99","165g (1 kg = 18,12 €)","Fleisch & Fisch","False","https://img.rewe-static.de/9021972/41483171_digital-image.png"
"Berief Bio Tofu Natur 2x200g","Berief","4260095520104","3.29","2x200g (1 kg = 8,23 €)","Fleisch & Fisch","False","https://img.rewe-static.de/0354687/2888410_digital-image.png"
"Wilhelm Brandenburg Römerschinken 100g","Wilhelm Brandenburg","4337256994682","2.49","100g (1 kg = 24,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/2854263/28407400_digital-image.png"
"Wilhelm Brandenburg Lyoner 260g","Wilhelm Brandenburg","4337256612289","3.89","260g (1 kg = 14,96 €)","Fleisch & Fisch","False","https://img.rewe-static.de/2925403/25798656_digital-image.png"
"Wilhelm Brandenburg Klosterschinken 100g","Wilhelm Brandenburg","4337256827270","2.49","100g (1 kg = 24,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/7582086/44372647_digital-image.png"
"Wiesbauer Beskada 80g","Wiesbauer","9002668513213","2.39","80g (1 kg = 29,88 €)","Fleisch & Fisch","False","https://img.rewe-static.de/7408480/1594650_digital-image.png"
"Wilhelm Brandenburg Wiener Würstchen 500g","Wilhelm Brandenburg","4337256308779","4.4","500g (1 kg = 8,80 €)","Fleisch & Fisch","True","https://img.rewe-static.de/1270220/17500210_digital-image.png"
"RibWorld Bourbon BBQ Pulled Pork 360g","NA","5391511059423","4.49","360g (1 kg = 12,47 €)","Fleisch & Fisch","False","https://img.rewe-static.de/7634992/41263322_digital-image.png"
"Handl Tyrol Almwurzerl 100g","Handl Tyrol","9001745096151","2.69","100g (1 kg = 26,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/3540740/20950291_digital-image.png"
"REWE Beste Wahl Nori Blätter 5 Stück 12g","REWE Beste Wahl","4337256833356","1.19","12g (1 kg = 99,17 €)","Fleisch & Fisch","False","https://img.rewe-static.de/7577447/44133447_digital-image.png"
"LikeMeat Like Rostbratwürstchen vegan 175g","LikeMeat","4260380662342","3.29","175g (1 kg = 18,80 €)","Fleisch & Fisch","False","https://img.rewe-static.de/7921688/32637356_digital-image.png"
"Meica Bratmaxe 313g","Meica","4000503180007","4.69","313g (1 kg = 14,98 €)","Fleisch & Fisch","False","https://img.rewe-static.de/4136080/1278920_digital-image.png"
"REWE Bio Mini Salami 40g","REWE Bio","4337256830423","1.69","40g (1 kg = 42,25 €)","Fleisch & Fisch","False","https://img.rewe-static.de/7517080/43269951_digital-image.png"
"Jack Link's Beef Jerky Teriyaki 60g","Jack Link's","4251097420097","4.69","60g (1 kg = 78,17 €)","Fleisch & Fisch","False","https://img.rewe-static.de/9056575/42534909_digital-image.png"
"Wiesbauer Weinviertler Winzerwurst 80g","Wiesbauer","9002668512094","2.49","80g (1 kg = 31,13 €)","Fleisch & Fisch","False","https://img.rewe-static.de/4937228/21289246_digital-image.png"
"Metzgerei Vinzenzmurr Münchner Leberkäs 300g","Vinzenzmurr","4006018428122","4.99","300g (1 kg = 16,63 €)","Fleisch & Fisch","False","https://img.rewe-static.de/1026458/40208337_digital-image.png"
"Wilhelm Brandenburg Bayerischer Backleberkäse 100g","Wilhelm Brandenburg","4337256341684","1.59","100g (1 kg = 15,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/2167965/22789414_digital-image.png"
"REWE Regional Rinder-Beinscheibe 450g","REWE Regional","2703890000003","6.71","1 Stück ca. 450 g (1 kg = 14,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/7786718/23074318_digital-image.png"
"REWE Regional Hähnchen-Gyros 500g","REWE Regional","4337256422529","4.99","500g (1 kg = 9,98 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8728352/36096735_digital-image.png"
"Wilhelm Brandenburg Butterschinken 100g","Wilhelm Brandenburg","4337256256254","2.49","100g (1 kg = 24,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/1173061/18947700_digital-image.png"
"Wilhelm Brandenburg Peitschen mit Knoblauch 100g","Wilhelm Brandenburg","4337256984133","3.29","100g (1 kg = 32,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/1940435/22349595_digital-image.png"
"Wilhelm Brandenburg Flämische Leberpaté mit Schnittlauch 100g","Wilhelm Brandenburg","4337256426435","1.79","100g (1 kg = 17,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/2950926/26111475_digital-image.png"
"REWE Regional Hähnchenherzen 350g","REWE Regional","4337256405553","2.49","350g (1 kg = 7,11 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8728845/36096767_digital-image.png"
"endori vegane Chicken Sticks Cheese Style 180g","endori","4251349108322","2.99","180g (1 kg = 16,61 €)","Fleisch & Fisch","False","https://img.rewe-static.de/9893765/47792518_digital-image.png"
"Original Norderneyer Seeluftschinken 70g","Der Norderneyer","4003436019208","2.29","70g (1 kg = 32,71 €)","Fleisch & Fisch","False","https://img.rewe-static.de/5513812/2416170_digital-image.png"
