"name","brand","ean","price","grammage","category","sale","image"
"Einblatt 1 Stück","NA","8717191047180","3.99","1 Stück","Haus & Freizeit","False","https://img.rewe-static.de/1512618/2360230_digital-image.png"
"Galupy Mermaid Sammelfigur 1 Stück","NA","4059779050576","4.99","1 Stück","Haus & Freizeit","False","https://img.rewe-static.de/8786419/43395934_digital-image.png"
"UHU Stic Klebestift 21g","Uhu","4026700451757","2.39","21g (1 kg = 113,81 €)","Haus & Freizeit","False","https://img.rewe-static.de/0897000/23984577_digital-image.png"
"Tesa Powerstrips Poster 20 Stück","Tesa","4042448103918","4.49","1 Stück","Haus & Freizeit","False","https://img.rewe-static.de/0940011/23999797_digital-image.png"
"REWE Beste Wahl Bio Universalerde 20l","REWE Beste Wahl","4388859045295","3.99","20l (1 l = 0,20 €)","Haus & Freizeit","False","https://img.rewe-static.de/1338125/34863462_digital-image.png"
"Vivess Zeichenblock A4 10 Blatt","Vivess","4015291008228","1.09","1 Stück","Haus & Freizeit","False","https://img.rewe-static.de/2877043/31100121_digital-image.png"
"Vivess Doppelanspitzer aus Metall","Vivess","4388844253940","1.49","1 Stück","Haus & Freizeit","False","https://img.rewe-static.de/2834231/29944494_digital-image.png"
"Galupy Klebe Ohrringe Sticker 24 Stück","NA","4059779022559","3.99","1 Stück","Haus & Freizeit","False","https://img.rewe-static.de/7776011/43159993_digital-image.png"
"Notizbuch A6 96 Blatt","NA","4025662500022","1.99","1 Stück","Haus & Freizeit","False","https://img.rewe-static.de/7707126/24481921_digital-image.png"
"Vivess Damen Sneakersocken weiß Gr. 39-42 2 Stück","Vivess","4337256616690","3.99","2 Stück","Haus & Freizeit","False","https://img.rewe-static.de/7693439/41630521_digital-image.png"
"Tesa Klebeband doppelseitig 12mm 1 Stück","Tesa","4042448902429","3.29","10m (1 m  = 0,33 €)","Haus & Freizeit","False","https://img.rewe-static.de/0790774/23268182_digital-image.png"
"BIC Multifunktionsfeuerzeug Megalighter Flex","Bic","3086123301849","3.99","1 Stück","Haus & Freizeit","False","https://img.rewe-static.de/2140471/25741677_digital-image.png"
"Vivess Heftstreifen 10stk","Vivess","4022755180260","1.49","10 Stück","Haus & Freizeit","False","https://img.rewe-static.de/2932587/29944455_digital-image.png"
"Air Wick Duftstecker Nachfüller Cotton & Weiße Orchidee 19ml","Air Wick","4251758433411","4.99","19ml","Haus & Freizeit","False","https://img.rewe-static.de/9881127/50852450_digital-image.png"
"Vivess Kartonhefter A4 5 Stück","Vivess","4022755180284","2.29","5 Stück","Haus & Freizeit","False","https://img.rewe-static.de/2932592/31505821_digital-image.png"
"Aeroxon Silberfischchen-Köderfalle 3 Stück","Aeroxon","4027600204719","5.99","3 Stück","Haus & Freizeit","False","https://img.rewe-static.de/7565788/45130095_digital-image.png"
"Toppits Grillschale 3 Stück","Toppits","4008871210029","3.29","3 Stück","Haus & Freizeit","False","https://img.rewe-static.de/2322384/23600557_digital-image.png"
"Bic Feuerzeug Mini 3 Stück","Bic","3086125002812","2.79","3 Stück","Haus & Freizeit","False","https://img.rewe-static.de/2158938/23322155_digital-image.png"
"Glade Duftkerze Luscious Cherry & Peony 112g","Glade","5000204356922","3.99","1 Stück","Haus & Freizeit","False","https://img.rewe-static.de/7508250/46625625_digital-image.png"
"Pritt Klebestift 22g","Pritt","40151601","2.19","22g (1 kg = 99,55 €)","Haus & Freizeit","False","https://img.rewe-static.de/4585984/31015804_digital-image.png"
"REWE Beste Wahl Bio Hochbeet Erde 40l","REWE Beste Wahl","4337256858151","7.49","40l (1 l = 0,19 €)","Haus & Freizeit","False","https://img.rewe-static.de/9117328/47476356_digital-image.png"
"Pritt Klebestift 43g","Pritt","4015000086714","2.99","40g (1 kg = 74,75 €)","Haus & Freizeit","False","https://img.rewe-static.de/0338125/24011952_digital-image.png"
"Tulpenstrauß Lollipop 1 Bund","NA","8719449018775","4.49","1 Stück","Haus & Freizeit","False","https://img.rewe-static.de/7253780/27562266_digital-image.png"
"Favorit Ölofenschnellanzünder","Favorit","4006822112613","1.29","1 Stück","Haus & Freizeit","False","https://img.rewe-static.de/4917243/9265570_digital-image.png"
"Frixion Mine Blau 3 Stück 0,7mm M","NA","3131910637752","6.99","1 Stück","Haus & Freizeit","False","https://img.rewe-static.de/1003934/26521256_digital-image.png"
"Geschenktasche 23cm x 19cm x 9cm","NA","4046369618841","1.99","1 Stück","Haus & Freizeit","False","https://img.rewe-static.de/9944326/49039143_digital-image.png"
"Grußkarte Herzlichen Glückwunsch","NA","4046369617134","1.99","1 Stück","Haus & Freizeit","False","https://img.rewe-static.de/7633571/45207176_digital-image.png"
"Post-it® Klebestreifen Index 683HF5 5x20 Stück","Post-it","51141909943","4.99","5x20 Stück","Haus & Freizeit","False","https://img.rewe-static.de/2792863/31504982_digital-image.png"
"Tesa Extra Power Grau 50mm 1 Stück","Tesa","4042448033253","9.99","25m (1 m  = 0,40 €)","Haus & Freizeit","False","https://img.rewe-static.de/8578680/24000505_digital-image.png"
"Vivess Frottee Sohlen Gr.36-46 1 Paar","Vivess","4000895000709","2.49","1 Stück","Haus & Freizeit","False","https://img.rewe-static.de/8929655/40820296_digital-image.png"
"Vivess Klebehaken ohne Bohren 3er Set","Vivess","4388860588415","1.49","3 Stück","Haus & Freizeit","False","https://img.rewe-static.de/8269899/32148602_digital-image.png"
"Vivess Vorhängeschloss","Vivess","4337256556767","4.99","1 Stück","Haus & Freizeit","False","https://img.rewe-static.de/7723878/39908000_digital-image.png"
"Eberhard Faber Deckfarbkasten 12 Farben","Eberhard Faber","4087205783125","5.99","1 Stück","Haus & Freizeit","False","https://img.rewe-static.de/8016552/43905710_digital-image.png"
"Hasbro Play-Doh Knete 4 Stück 448g","Play-Doh","5010993558957","5.49","4x112g (1 kg = 12,25 €)","Haus & Freizeit","False","https://img.rewe-static.de/2887896/26834299_digital-image.png"
"Mattel Kartenspiel Skip-Bo","NA","5011363523704","18.99","1 Stück","Haus & Freizeit","False","https://img.rewe-static.de/1966103/25608122_digital-image.png"
"Glückwunschkarte zur Hochzeit","NA","4046369612702","2.99","1 Stück","Haus & Freizeit","False","https://img.rewe-static.de/8852986/43527864_digital-image.png"
"REWE Beste Wahl Bio Tomaten-Gemüseerde 20l","REWE Beste Wahl","4337256339339","3.99","20l (1 l = 0,20 €)","Haus & Freizeit","False","https://img.rewe-static.de/7860381/34995119_digital-image.png"
"Glade by Brise Automatic Spray Nachfüller Fresh Cotton 269ml","Glade","5000204731682","5.49","269ml (1 l = 20,41 €)","Haus & Freizeit","False","https://img.rewe-static.de/2108390/23405591_digital-image.png"
"Vivess A4 Schulblock kariert 50 Blatt","Vivess","4015291008518","1.69","1 Stück","Haus & Freizeit","False","https://img.rewe-static.de/2877048/31072855_digital-image.png"
"Vivess Fineliner schwarz 0,4mm 3 Stück","Vivess","4388858914530","1.99","1 Stück","Haus & Freizeit","False","https://img.rewe-static.de/1042183/24481701_digital-image.png"
"Vivess Büroklammern Metall 175 Stück","Vivess","4388858914974","1.99","NA","Haus & Freizeit","False","https://img.rewe-static.de/1042142/31617539_digital-image.png"
"Vivess Bankordner sortiert 1 Stück","Vivess","4015291008457","4.99","1 Stück","Haus & Freizeit","False","https://img.rewe-static.de/2861983/26208071_digital-image.png"
"Vivess Heft A4 kariert 38 16 Blatt","Vivess","4015291007429","0.79","1 Stück","Haus & Freizeit","False","https://img.rewe-static.de/2854634/31100039_digital-image.png"
"Duracell Knopfzellen LR 44 2er Pack","Duracell","5000394504424","6.99","2 Stück","Haus & Freizeit","False","https://img.rewe-static.de/2025619/29751972_digital-image.png"
"Schopflavendel Lavandula 1 Stück","NA","8718886043937","2.99","1 Stück","Haus & Freizeit","False","https://img.rewe-static.de/1785869/25508782_digital-image.png"
"Tesa Tesafilm Eco & Clear","Tesa","4042448164940","3.69","2x10m (1 m  = 0,18 €)","Haus & Freizeit","False","https://img.rewe-static.de/1180148/24000648_digital-image.png"
"Herzballons 5 Stück","NA","4250554617131","1.99","5 Stück","Haus & Freizeit","False","https://img.rewe-static.de/8645963/43617148_digital-image.png"
"Tesa Handabroller mit Film 33mx15mm","Tesa","4042448035776","5.69","33m (1 m  = 0,17 €)","Haus & Freizeit","False","https://img.rewe-static.de/9431780/24000775_digital-image.png"
"Aeroxon Fensterfliegenfalle 4 Stück","Aeroxon","4027600753408","1.99","4 Stück","Haus & Freizeit","False","https://img.rewe-static.de/5091519/8128460_digital-image.png"
"Pattex Sekundenkleber Flüssig Mini Trio 3x1g","Pattex","4015000415033","3.49","3x1g","Haus & Freizeit","False","https://img.rewe-static.de/0856670/24011707_digital-image.png"
"REWE Beste Wahl Orchideendünger 0,25l","REWE Beste Wahl","4337256326131","2.49","250ml (1 l = 9,96 €)","Haus & Freizeit","False","https://img.rewe-static.de/7861209/36964313_digital-image.png"
"Sicherheitsnadeln 24 Stück","NA","4008017101013","4.49","24 Stück","Haus & Freizeit","False","https://img.rewe-static.de/7686743/41438228_digital-image.png"
"UHU Alleskleber Kraft 42g","Uhu","4026700450408","3.19","42g (1 kg = 75,95 €)","Haus & Freizeit","False","https://img.rewe-static.de/4585976/23984292_digital-image.png"
"UHU Sekunden Alleskleber 3g","Uhu","4026700461305","3.99","3g","Haus & Freizeit","False","https://img.rewe-static.de/5694906/23984291_digital-image.png"
"Vivess Heft A4 Lin 28 16 Blatt","Vivess","4015291007344","0.79","1 Stück","Haus & Freizeit","False","https://img.rewe-static.de/2854652/31100214_digital-image.png"
"Vivess Heft A5 kariert 07 16 Blatt","Vivess","4015291007665","0.55","1 Stück","Haus & Freizeit","False","https://img.rewe-static.de/2854814/31073003_digital-image.png"
"Vivess Malblock DIN A3 30 Blatt","Vivess","4015291008181","2.99","1 Stück","Haus & Freizeit","False","https://img.rewe-static.de/2868096/31100383_digital-image.png"
"Vivess Vokabelheft A6 Lin 32 B","Vivess","4015291007900","0.89","1 Stück","Haus & Freizeit","False","https://img.rewe-static.de/2872592/31108872_digital-image.png"
"UHU Sekundenkleber blitzschnell Pipette 10g","Uhu","4026700487954","6.99","10g (1 kg = 699 €)","Haus & Freizeit","False","https://img.rewe-static.de/0351270/23984814_digital-image.png"
"Pattex Sekundenkleber Creativ Pen 3g","Pattex","4015000435895","4.99","3g","Haus & Freizeit","False","https://img.rewe-static.de/2950131/43526016_digital-image.png"
"Raid Duft-Kissen Lavendel 18 Stück","Raid","5000204090109","2.89","18 Stück","Haus & Freizeit","False","https://img.rewe-static.de/8241541/31505053_digital-image.png"
"Aeroxon Gelbfalle für Topfpflanzen 10 Stück","Aeroxon","4027600364406","3.55","10 Stück","Haus & Freizeit","False","https://img.rewe-static.de/6788866/23395324_digital-image.png"
"Narzisse Têtê-à-Têtê 1 Stück","NA","4011261010871","1.0","1 Stück","Haus & Freizeit","False","https://img.rewe-static.de/0550789/32195462_digital-image.png"
"Aloe Vera in Papiertüte 1 Stück","NA","8719449057323","3.49","1 Stück","Haus & Freizeit","False","https://img.rewe-static.de/8638981/38311176_digital-image.png"
"Craftlab Perlenset","NA","8721022650081","5.99","1 Stück","Haus & Freizeit","False","https://img.rewe-static.de/7631148/45540285_digital-image.png"
"Craftlab Transparentpapier 10 Farben 10 Stück","NA","8721022652139","1.99","1 Stück","Haus & Freizeit","False","https://img.rewe-static.de/7627288/45539240_digital-image.png"
"Febreze 3Volution Nachfüller Frühlingserwachen 20ml","Febreze","8700216483193","5.99","20ml","Haus & Freizeit","False","https://img.rewe-static.de/9968388/46047103_digital-image.png"
"Febreze 3Volution Nachfüller Madagaskar Vanille&Magnolie 20ml","Febreze","8700216497596","5.99","20ml (1 l = 299,50 €)","Haus & Freizeit","False","https://img.rewe-static.de/8732599/44147260_digital-image.png"
"Febreze Lufterfrischer Lenor Amethyst Blütentraum 185ml","Lenor","8700216239035","3.99","185ml (1 l = 21,57 €)","Haus & Freizeit","False","https://img.rewe-static.de/9062208/45537066_digital-image.png"
"Glückwunschkarte zur Hochzeit","NA","4046369612832","2.49","1 Stück","Haus & Freizeit","False","https://img.rewe-static.de/8848583/43466611_digital-image.png"
"Grußkarte Geburtstag Kolibri","NA","4046369616793","2.49","1 Stück","Haus & Freizeit","False","https://img.rewe-static.de/7632166/44016792_digital-image.png"
"Nexa Lotte Motten-Papier mit Geraniol 1 Streifen à 12 Blatt","Nexa Lotte","4062700835012","3.99","12 Stück","Haus & Freizeit","False","https://img.rewe-static.de/9069024/43891407_digital-image.png"
"Pelikan Deckfarbkasten K12 mit 12 Farben und 1 Tube Deckweiß","Pelikan","4012700720252","10.99","1 Stück","Haus & Freizeit","False","https://img.rewe-static.de/4935187/2982640_digital-image.png"
"Rosen African Beauty ca. 40cm, 1 Bund","NA","4035684324056","6.49","1 Stück","Haus & Freizeit","False","https://img.rewe-static.de/8781598/37821473_digital-image.png"
"Rosen bunt 1 Strauß","NA","4035684321659","6.99","1 Stück","Haus & Freizeit","False","https://img.rewe-static.de/8246881/28574092_digital-image.png"
"Simba Magic Spring 6cm ab 3 Jahre","Simba","4006592098414","2.49","1 Stück","Haus & Freizeit","False","https://img.rewe-static.de/9861473/49794081_digital-image.png"
"UHU Patafix Klebepads 80 Stück","Uhu","4026700488104","3.29","80 Stück","Haus & Freizeit","False","https://img.rewe-static.de/0034615/23984568_digital-image.png"
"UHU Sekundenkleber blitzschnell Pipette 3g","Uhu","4026700455700","3.99","1 Stück","Haus & Freizeit","False","https://img.rewe-static.de/3009440/23984074_digital-image.png"
"Vivess Grillbürste","Vivess","4388860692501","5.99","1 Stück","Haus & Freizeit","False","https://img.rewe-static.de/8067227/30094533_digital-image.png"
"Vivess Heft A4 Lin 27 16 Blatt","Vivess","4015291007306","0.79","1 Stück","Haus & Freizeit","False","https://img.rewe-static.de/2854663/31100219_digital-image.png"
"Vivess Partyrüssel 4 Stück","Vivess","4388860626469","1.99","4 Stück","Haus & Freizeit","False","https://img.rewe-static.de/8084388/37480052_digital-image.png"
"Vivess Zeichenblock DIN A3 10 Blatt","Vivess","4015291008556","1.49","1 Stück","Haus & Freizeit","False","https://img.rewe-static.de/2877042/31100119_digital-image.png"
"tesa Doppelseitiges Klebeband 10m x 50mm","Tesa","4042448388681","4.99","10m (1 m = 0,50 €)","Haus & Freizeit","False","https://img.rewe-static.de/3295436/31505134_digital-image.png"
"Glade Duftstecker Nachfüller Romantic Vanilla Blossom 20ml","Glade","5000204333015","4.29","20ml (1 l = 214,50 €)","Haus & Freizeit","False","https://img.rewe-static.de/8061170/44162645_digital-image.png"
"Eberhard Faber Buntstifte Colori 12 Stück","Eberhard Faber","4087205148115","3.99","2x12 Stück","Haus & Freizeit","False","https://img.rewe-static.de/2776457/31502501_digital-image.png"
"ipuro ESSENTIALS Raumduft Lovely Flowers 50ml","Ipuro","4051281960961","5.99","50ml (1 l = 119,80 €)","Haus & Freizeit","False","https://img.rewe-static.de/7571910/45899480_digital-image.png"
"Glade Touch & Fresh Minispray Nachfüller Bubbly Berry Splash 10ml","Glade","5000204256505","2.29","10ml (1 l = 229 €)","Haus & Freizeit","False","https://img.rewe-static.de/7730992/44019120_digital-image.png"
"Glade Duftstecker Nachfüller Exotic Tropical Blossoms 20ml","Glade","5000204332773","4.29","20ml (1 l = 214,50 €)","Haus & Freizeit","False","https://img.rewe-static.de/8444481/31892969_digital-image.png"
"Aeroxon Motiv-Fliegenfalle Schmetterling 4 Stück","Aeroxon","4027600764718","3.19","4 Stück","Haus & Freizeit","False","https://img.rewe-static.de/7563741/45202890_digital-image.png"
"BIC Feuerzeug Maxi Reibrad 2 Stück","Bic","3086123413931","2.49","2 Stück","Haus & Freizeit","False","https://img.rewe-static.de/2445061/27871375_digital-image.png"
"Post-it Haftstreifen neon 3x100 Blatt","Post-it","3134375317153","3.69","NA","Haus & Freizeit","False","https://img.rewe-static.de/9894667/23051743_digital-image.png"
"Raid Essentials Silberfisch- und Schabenfalle 5 Stück","Raid","5000204343519","4.99","5 Stück","Haus & Freizeit","False","https://img.rewe-static.de/9151620/44016899_digital-image.png"
"Vivess Babysocken 19-22 ca. 1-2 Jahre","Vivess","4337256616430","3.99","1 Stück","Haus & Freizeit","False","https://img.rewe-static.de/7691832/41549247_digital-image.png"
"Vivess Briefblock A5 kariert 100 Blatt","Vivess","4015291006989","1.99","1 Stück","Haus & Freizeit","False","https://img.rewe-static.de/2854751/31072729_digital-image.png"
"Vivess Grillzange aus Holz","Vivess","4000270925344","1.49","1 Stück","Haus & Freizeit","False","https://img.rewe-static.de/8333677/30096948_digital-image.png"
"Vivess Lineal 30cm","Vivess","4388844191266","1.29","1 Stück","Haus & Freizeit","False","https://img.rewe-static.de/2498982/24481964_digital-image.png"
"Vivess Schulblock A4 liniert","Vivess","4015291008389","1.69","1 Stück","Haus & Freizeit","False","https://img.rewe-static.de/2877061/31072670_digital-image.png"
"Vivess Spiralblock A7 karriert 4 Stück","Vivess","4015291007108","3.29","4 Stück","Haus & Freizeit","False","https://img.rewe-static.de/2854702/29386500_digital-image.png"
"b1 Rindenmulch 40l","b1","4388859017025","3.49","40l (1 l = 0,09 €)","Haus & Freizeit","False","https://img.rewe-static.de/1208186/32887521_digital-image.png"
